"CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","CONDID","SPCD","SPGRPCD","STOCKING","TREECOUNT","TOTAGE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","TREECOUNT_CALC","TPA_UNADJ","CYCLE","SUBCYCLE"
"62072477010538","55872902010538",2002,33,2,3,67,1,1,261,7,.0001,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072475010538","55872902010538",2002,33,2,3,67,1,1,531,33,.0003,,,"",2006-03-24,"10538","",2015-11-16,"489998",2,149.930565,6,1
"62072489010538","55872902010538",2002,33,2,3,67,2,1,261,7,.0001,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072485010538","55872902010538",2002,33,2,3,67,2,1,316,32,.0006,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072479010538","55872902010538",2002,33,2,3,67,2,1,372,42,.0007,,,"",2006-03-24,"10538","",2015-11-16,"489998",4,299.86113,6,1
"62072483010538","55872902010538",2002,33,2,3,67,2,1,531,33,.0002,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072481010538","55872902010538",2002,33,2,3,67,2,1,541,36,.0031,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072487010538","55872902010538",2002,33,2,3,67,2,1,746,37,.001,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072491010538","55872902010538",2002,33,2,3,67,3,1,261,7,.0001,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072495010538","55872902010538",2002,33,2,3,67,3,1,316,32,.0005,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072493010538","55872902010538",2002,33,2,3,67,3,1,531,33,.0001,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072497010538","55872902010538",2002,33,2,3,67,4,1,531,33,.0004,,,"",2006-03-24,"10538","",2015-11-16,"489998",3,224.895847,6,1
"62072499010538","55872902010538",2002,33,2,3,67,4,1,762,41,.0024,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"63177622010538","55880834010538",2002,33,2,3,97,1,1,12,6,.0029,,,"",2006-07-14,"10538","",2015-11-16,"489998",5,374.826412,6,1
"63177624010538","55880834010538",2002,33,2,3,97,1,1,315,43,.0004,,,"",2006-07-14,"10538","",2015-11-16,"489998",2,149.930565,6,1
"63177626010538","55880834010538",2002,33,2,3,97,2,1,316,32,.0007,,,"",2006-07-14,"10538","",2015-11-16,"489998",1,74.965282,6,1
"63177634010538","55880834010538",2002,33,2,3,97,3,2,12,6,.0001,,,"",2006-07-14,"10538","",2015-11-16,"489998",1,74.965282,6,1
"63177628010538","55880834010538",2002,33,2,3,97,3,2,315,43,.0001,,,"",2006-07-14,"10538","",2015-11-16,"489998",5,374.826412,6,1
"63177632010538","55880834010538",2002,33,2,3,97,3,2,319,43,.0001,,,"",2006-07-14,"10538","",2015-11-16,"489998",2,149.930565,6,1
"63177630010538","55880834010538",2002,33,2,3,97,3,2,531,33,.0001,,,"",2006-07-14,"10538","",2015-11-16,"489998",3,224.895847,6,1
"63177636010538","55880834010538",2002,33,2,3,97,3,2,935,43,.0001,,,"",2006-07-14,"10538","",2015-11-16,"489998",1,74.965282,6,1
"63177638010538","55880834010538",2002,33,2,3,97,4,1,12,6,.0035,,,"",2006-07-14,"10538","",2015-11-16,"489998",6,449.791695,6,1
"63177640010538","55880834010538",2002,33,2,3,97,4,1,315,43,.0011,,,"",2006-07-14,"10538","",2015-11-16,"489998",6,449.791695,6,1
"63177642010538","55880834010538",2002,33,2,3,97,4,1,318,31,.0004,,,"",2006-07-14,"10538","",2015-11-16,"489998",2,149.930565,6,1
"63177644010538","55880834010538",2002,33,2,3,97,4,1,935,43,.0013,,,"",2006-07-14,"10538","",2015-11-16,"489998",2,149.930565,6,1
"62071546010538","55871645010538",2002,33,2,3,110,1,1,356,43,.002,,,"",2006-03-24,"10538","",2015-11-16,"489998",4,299.86113,6,1
"62071548010538","55871645010538",2002,33,2,3,110,1,1,379,41,.0002,,,"",2006-03-24,"10538","",2015-11-16,"489998",2,149.930565,6,1
"62071544010538","55871645010538",2002,33,2,3,110,1,1,816,43,.0024,,,"",2006-03-24,"10538","",2015-11-16,"489998",6,449.791695,6,1
"62071554010538","55871645010538",2002,33,2,3,110,2,1,316,32,.0001,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62071552010538","55871645010538",2002,33,2,3,110,2,1,379,41,.0001,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62071550010538","55871645010538",2002,33,2,3,110,2,1,816,43,.0001,,,"",2006-03-24,"10538","",2015-11-16,"489998",6,449.791695,6,1
"62071556010538","55871645010538",2002,33,2,3,110,3,1,816,43,.0001,,,"",2006-03-24,"10538","",2015-11-16,"489998",6,449.791695,6,1
"62071558010538","55871645010538",2002,33,2,3,110,4,1,816,43,.0024,,,"",2006-03-24,"10538","",2015-11-16,"489998",6,449.791695,6,1
"62072359010538","55872621010538",2002,33,2,3,136,1,1,701,43,.0005,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072361010538","55872621010538",2002,33,2,3,136,1,1,833,26,.0008,,,"",2006-03-24,"10538","",2015-11-16,"489998",2,149.930565,6,1
"62072363010538","55872621010538",2002,33,2,3,136,2,1,315,43,.0009,,,"",2006-03-24,"10538","",2015-11-16,"489998",6,449.791695,6,1
"62072365010538","55872621010538",2002,33,2,3,136,2,1,316,32,.002,,,"",2006-03-24,"10538","",2015-11-16,"489998",4,299.86113,6,1
"62072367010538","55872621010538",2002,33,2,3,136,2,1,802,25,.0008,,,"",2006-03-24,"10538","",2015-11-16,"489998",2,149.930565,6,1
"62072371010538","55872621010538",2002,33,2,3,136,3,1,315,43,.0006,,,"",2006-03-24,"10538","",2015-11-16,"489998",4,299.86113,6,1
"62072377010538","55872621010538",2002,33,2,3,136,3,1,316,32,.0005,,,"",2006-03-24,"10538","",2015-11-16,"489998",1,74.965282,6,1
"62072369010538","55872621010538",2002,33,2,3,136,3,1,318,31,.0007,,,"",2006-03-24,"10538","",2015-11-16,"489998",5,374.826412,6,1
"62072373010538","55872621010538",2002,33,2,3,136,3,1,375,41,.0002,,,"",2006-03-24,"10538","",2015-11-16,"489998",2,149.930565,6,1
